comments,topic,sentiment,type
I talked to both Mrs A and Mrs C and they were wonderful helping an old senior I would easily recommend both Thanks,old senior,NEGATIVE,appreciation
I purchased a jeep from mike smith vw they went to Mobil credit union and they declined so mike smith gave it to y all your person called me and set up to get me ready for the payments very good experience,"ready payment,good experience",POSITIVE,appreciation
Kennedie with DuGood help me secure a personal loan for medical expenses Overall it was a smooth experience and she was very informative and helpful throughout the loan application process I was approved for the loan and in and out within minutes Like always DuGood makes banking easy ,"personal loan,medical expense,smooth experience",POSITIVE,information
Amanda explained everything to me and answered all my questions Great customer service,great customer,POSITIVE,appreciation
Fast friendly and easy to use online banking Love the convenience Saves time and gas ,"easy use,online banking",POSITIVE,information
She filled me in information and if I had questions she explained then very well She made sure I knew what the benefits of things were and how I should go about spending money and getting ver spending Absolute great service and people with great attitudes and love for their jobs,"great service,great attitude",POSITIVE,appreciation
Everyone we dealt with was both polite and professional We felt confident with our decision to open an account with this branch ,"confident decision,open account",POSITIVE,appreciation
A young Lady by the name of Kayla was so very helpful and informative I really appreciated her taking the time to explain everything to me ,young lady,POSITIVE,appreciation
Very helpful informative and fast ,informative fast,POSITIVE,information
They are all so helpful and make sure to get you the financial help you need,financial help,POSITIVE,information
Did well ac went out needed loan to purchase new unit Dugood was there Thanks,"new unit,dugood thanks",POSITIVE,appreciation
Joan Nale was very helpful and courteous in helping me get my personal loan ,"courteous helping,personal loan",POSITIVE,appreciation
This was such a easy and pleasant transition in a timely manner ,pleasant transition,POSITIVE,appreciation
Great overall experience Took care all my needs quickly and professionally ,overall experience,POSITIVE,information
Always pleasant to do business with polite helpful and just plain good people to work with ,"pleasant business,good people",POSITIVE,appreciation
I was very satisfied with my experience at dugood credit union Mrs Jennifer L Forward was very informative and nice in our visit I am excited to be a part of dugood credit union banking ,"satisfied experience,nice visit,dugood credit",POSITIVE,appreciation
