Unnamed: 0,comments,CleanedText,sentiment
252,"It's the best school bag. Extremely high quality, amazing in looks. Everything is perfect.I recommend everybody who needs a bag to buy this one. It's Fantastic..","It's the best school bag. Extremely high quality, amazing in looks. Everything is perfect. I recommend everybody who needs a bag to buy this one. It's Fantastic.",POSITIVE
253,Fully satisfied with the quality,Fully satisfied with the quality,POSITIVE
255,"Not happy with the product . The material used for inner partition is of inferior quality.  Used for just 3 months and the net pocket tearing off.  Straps are not sturdy; Shoulder start to pain if bag gets heavy .I think the bag is a duplicate one. Giving 2 star for timely delivery,  one star for the bag.","Not happy with the product . The material used for inner partition is of inferior quality.  Used for just 3 months and the net pocket tearing off.  Straps are not sturdy; Shoulder start to pain if bag gets heavy . I think the bag is a duplicate one. Giving 2 star for timely delivery,  one star for the bag.",NEGATIVE
256,"THE BAG IS THE BEST IN THIS BUDGET , IT IS LIGHT IN WEIGHT AND PERFECT FOR THE STUDENTS.","THE BAG IS THE BEST IN THIS BUDGET , IT IS LIGHT IN WEIGHT AND PERFECT FOR THE STUDENTS.",POSITIVE
257,It's good but  when I just use it for some days I found out that one zip of the bag is not smoot,It's good but  when I just use it for some days I found out that one zip of the bag is not smoot,NEGATIVE
258,It was great Bag for college students and it had great zip quality i wa dis satisfied just by middle compartment as it wa thinner  comparatively over all it was a great product would be better if price was 800,It was great Bag for college students and it had great zip quality i wa dis satisfied just by middle compartment as it wa thinner  comparatively over all it was a great product would be better if price was 800,NEGATIVE
259,Not good for school bag,Not good for school bag,NEGATIVE
260,I liked the product but the material of bag is very thin and It only has a warranty of only 1 year,I liked the product but the material of bag is very thin and It only has a warranty of only 1 year,NEGATIVE
261,I didn't get the rain cover bad quality,I didn't get the rain cover bad quality,NEGATIVE
262,Not worthy,Not worthy,NEGATIVE
263,I like this bag,I like this bag,NEGATIVE
264,"Nice Bag, Nice Colour..... I would suggest it for schools students only ( 1- 10th )","Nice Bag, Nice Colour. I would suggest it for schools students only ( 1- 10th )",POSITIVE
265,A,A,POSITIVE
266,Just ok,Just ok,POSITIVE
267,School bag,School bag,NEGATIVE
268,Since i am using last 4 year not a single damage,Since i am using last 4 year not a single damage,NEGATIVE
269,"Medium quality, less durability,well zips, medium comfort , Light weight bag so I'm using for my college best price 700-800, I'm buying this bag Rs725. On 2022 march","Medium quality, less durability,well zips, medium comfort , Light weight bag so I'm using for my college best price 700-800, I'm buying this bag Rs725. On 2022 march",NEGATIVE
270,Nice material it is not water resistant or can use for travel purposes..for office use like laptops..,Nice material it is not water resistant or can use for travel purposes. for office use like laptops.,POSITIVE
272,"Quality , very good quality and big size bag","Quality , very good quality and big size bag",POSITIVE
273,"Quality of the product not good, loking fake American tourister","Quality of the product not good, loking fake American tourister",NEGATIVE
274,"Very nice bag interms of qualty, color, style & most important price","Very nice bag interms of qualty, color, style & most important price",POSITIVE
275,Finish is not that great considering it is from American Tourister!!!,Finish is not that great considering it is from American Tourister.,NEGATIVE
277,Quality is really good in this price.,Quality is really good in this price.,POSITIVE
279,"Too Lightweight, poor material used and no sturdiness in the bag","Too Lightweight, poor material used and no sturdiness in the bag",NEGATIVE
280,"Likes-  light weight, water resistant, and good quality and amazing looksCons- front design get scratches easily and look kind of bad when we look closely but from a distance it does not bother for anything","Likes-  light weight, water resistant, and good quality and amazing looksCons- front design get scratches easily and look kind of bad when we look closely but from a distance it does not bother for anything",NEGATIVE
281,The bag was amazing! It's perfect for School as well as for College student to look cool I bought the Red colour it was bright & Fine. There is much place to put your stuff inside it. I would suggest you to take this bag when offer price is about ₹1000-₹1200. It's worth it!,The bag was amazing. It's perfect for School as well as for College student to look cool I bought the Red colour it was bright & Fine. There is much place to put your stuff inside it. I would suggest you to take this bag when offer price is about ₹1000-₹1200. It's worth it.,POSITIVE
282,Very good,Very good,POSITIVE
283,Overall good and original product,Overall good and original product,POSITIVE
284,Bag is best but I return bag for size...in bag my Titan watch pls send my watch,Bag is best but I return bag for size. in bag my Titan watch pls send my watch,NEGATIVE
285,"Its light weight and comfortable for my kids schooling, he likes it. Quality is good. I am saying this after 3months usage, am happy with the product...","Its light weight and comfortable for my kids schooling, he likes it. Quality is good. I am saying this after 3months usage, am happy with the product.",POSITIVE
286,"Light weight,  spacious and value money for money...just amazing","Light weight,  spacious and value money for money. just amazing",POSITIVE
287,"Got two of this product at a very good discount price, so with discount this a very good option to go with bag. It's quality and stitching is really good, it will not tear easily, i have overloaded these bags many times during travel and it was very good and zips were also not gone.","Got two of this product at a very good discount price, so with discount this a very good option to go with bag. It's quality and stitching is really good, it will not tear easily, i have overloaded these bags many times during travel and it was very good and zips were also not gone.",POSITIVE
288,Good one,Good one,POSITIVE
289,हल्का और मजबूत,हल्का और मजबूत,POSITIVE
290,Zippers some time stuck and easy to get dirty,Zippers some time stuck and easy to get dirty,NEGATIVE
291,Copy h. Kharb quality,Copy h. Kharb quality,NEGATIVE
292,Mera experience accha raha hai,Mera experience accha raha hai,POSITIVE
293,Bag is nice. I am not started using it. Brought it for my sons school bag. Looks nice and very loght weight. I will provide the better review after using it..,Bag is nice. I am not started using it. Brought it for my sons school bag. Looks nice and very loght weight. I will provide the better review after using it.,NEGATIVE
294,"Value for money, good product","Value for money, good product",POSITIVE
295,Value for money bag. Good quality and nice look,Value for money bag. Good quality and nice look,POSITIVE
296,Different style product,Different style product,POSITIVE
297,it is very light weight and comfortable,it is very light weight and comfortable,POSITIVE
298,Super,Super,POSITIVE
299,ok ok item. quality is not upto the mark.ok upto for 800-900 price,ok ok item. quality is not upto the mark. ok upto for 800-900 price,NEGATIVE
300,Best qwal,Best qwal,POSITIVE
301,"nice product , got it on sale and offer was good","nice product , got it on sale and offer was good",POSITIVE
302,"Poor quality, graphics is coming out. Not worth for money","Poor quality, graphics is coming out. Not worth for money",NEGATIVE
303,It’s was delivered ahead of the scheduled time.. good piece of bag.,It’s was delivered ahead of the scheduled time. good piece of bag.,POSITIVE
304,I like ap,I like ap,POSITIVE
305,Perfect ❤️,Perfect ❤️,POSITIVE
306,"The media could not be loaded.
                



 Spacious, three compartments, side pockets for bottles. Worth your money. Cloth quality is medium","The media could not be loaded.
                



 Spacious, three compartments, side pockets for bottles. Worth your money. Cloth quality is medium",NEGATIVE
307,Nice,Nice,POSITIVE
308,Chain,Chain,POSITIVE
309,Value for money,Value for money,POSITIVE
310,Nicee,Nicee,POSITIVE
311,Very good to use good product is strong and perfect colour after Washing also is very smooth to use,Very good to use good product is strong and perfect colour after Washing also is very smooth to use,POSITIVE
312,Product quality is not good,Product quality is not good,NEGATIVE
313,Nice,Nice,POSITIVE
314,Fabulous,Fabulous,POSITIVE
315,Could have better quality on the product,Could have better quality on the product,NEGATIVE
316,Good sturdy bag have been using it for the past few weeks so far so good.Yet to check the stitching strength..,Good sturdy bag have been using it for the past few weeks so far so good. Yet to check the stitching strength.,POSITIVE
317,Good 👍👍,Good 👍👍,POSITIVE
318,May be next timr,May be next timr,POSITIVE
